invoice_id,account_id,date_issued
2520,50,2020-06-21
2521,50,2020-12-09
2522,50,2021-02-25
2523,50,2020-03-26
2524,50,2020-10-10
2525,50,2020-08-28
2526,50,2021-01-01
2527,50,2020-04-15
2528,50,2020-12-12
2529,50,2020-03-28
2530,50,2020-12-01
2531,50,2020-05-07
2532,50,2020-05-15
2533,50,2020-04-20
2534,50,2020-09-06
2535,50,2021-02-02
2536,50,2021-01-21
2537,50,2020-05-02
2538,50,2020-06-30
2539,50,2020-12-09
2540,50,2020-05-22
2541,50,2020-06-19
2542,50,2020-04-27
2543,50,2020-12-27
2544,50,2021-01-26
2545,50,2020-10-28
2546,50,2020-04-25
2547,50,2020-04-22
2548,50,2021-02-11
2549,50,2020-11-20
2550,50,2020-06-06
2551,50,2020-11-27
2552,50,2020-04-14
2553,50,2020-04-08
2554,50,2021-02-18
2555,50,2020-10-04
2556,50,2020-05-13
2557,50,2021-02-03
2558,50,2020-06-04
2559,50,2020-08-20
2560,51,2020-04-18
2561,51,2020-09-17
2562,51,2020-09-29
2563,51,2021-01-13
2564,51,2021-02-25
2565,51,2020-10-13
2566,51,2020-12-14
2567,51,2020-07-16
2568,51,2020-11-20
2569,51,2021-03-08
2570,51,2020-12-22
2571,51,2021-01-19
2572,51,2020-05-04
2573,51,2020-12-17
2574,51,2020-08-12
2575,51,2020-09-21
2576,51,2020-10-23
2577,51,2020-09-25
2578,51,2020-05-25
2579,51,2021-02-23
2580,51,2020-09-28
2581,51,2020-12-10
2582,51,2021-02-19
2583,51,2020-08-19
2584,51,2020-07-04
2585,51,2020-09-28
2586,51,2020-08-28
2587,51,2020-03-19
2588,51,2020-12-10
2589,51,2020-04-29
2590,51,2020-10-09
2591,51,2020-06-27
2592,51,2020-03-26
2593,51,2020-09-02
2594,51,2020-10-22
2595,51,2020-08-21
2596,51,2020-10-11
2597,51,2020-07-05
2598,51,2021-02-19
2599,51,2020-10-01
2600,51,2020-06-04
2601,51,2020-04-10
2602,51,2020-04-14
2603,51,2020-10-04
2604,51,2020-04-01
2605,51,2020-04-19
2606,51,2020-05-09
2607,51,2021-01-07
2608,51,2020-07-26
2609,51,2020-07-02
2610,51,2021-03-19
2611,51,2020-08-20
2612,51,2020-09-05
2613,51,2020-04-26
2614,51,2020-11-21
2615,51,2020-11-01
2616,51,2020-06-05
2617,51,2020-06-06
2618,51,2020-11-10
2619,51,2020-06-22
2620,51,2020-06-27
2621,51,2020-10-11
2622,51,2021-01-02
2623,51,2020-12-13
2624,51,2021-03-13
2625,51,2020-10-02
2626,51,2021-03-05
2627,51,2020-08-10
2628,51,2020-06-16
2629,51,2020-06-11
2630,51,2021-01-28
2631,51,2020-07-03
2632,51,2020-12-23
2633,51,2020-05-15
2634,51,2020-07-26
2635,51,2020-05-23
2636,51,2020-05-04
2637,51,2020-05-09
2638,51,2020-12-03
2639,51,2020-11-18
2640,51,2021-01-06
2641,51,2020-07-11
2642,51,2020-05-22
2643,51,2020-09-15
2644,51,2020-12-19
2645,51,2021-03-15
2646,51,2020-12-06
2647,51,2020-10-14
2648,51,2020-12-04
2649,51,2021-02-23
2650,51,2020-08-05
2651,51,2020-12-01
2652,51,2020-10-28
2653,51,2021-01-23
2654,51,2020-06-21
2655,51,2020-03-21
2656,52,2021-03-10
2657,52,2020-11-19
2658,52,2020-04-12
2659,52,2020-06-19
2660,52,2021-03-10
2661,52,2020-12-03
2662,52,2020-10-19
2663,52,2020-05-01
2664,52,2020-06-07
2665,52,2020-09-22
2666,52,2020-04-18
2667,52,2020-04-03
2668,52,2021-01-20
2669,52,2020-06-04
2670,52,2020-05-29
2671,52,2020-05-04
2672,52,2020-08-30
2673,52,2021-01-14
2674,52,2020-07-04
2675,52,2020-12-22
2676,52,2020-08-24
2677,52,2021-01-22
2678,52,2020-07-10
2679,52,2020-12-09
2680,52,2020-08-29
2681,52,2020-06-08
2682,52,2020-05-08
2683,52,2020-09-27
2684,52,2021-02-07
2685,52,2020-10-14
2686,52,2020-09-19
2687,52,2020-11-18
2688,52,2020-09-04
2689,52,2020-06-06
2690,52,2020-07-17
2691,52,2020-11-08
2692,52,2020-05-04
2693,52,2020-10-02
2694,52,2020-03-26
2695,52,2020-05-30
2696,52,2020-12-22
2697,52,2020-04-17
2698,52,2020-07-22
2699,52,2021-03-10
2700,52,2021-01-10
2701,52,2020-08-04
2702,52,2020-11-04
2703,52,2021-03-19
2704,52,2020-05-25
2705,52,2021-01-30
2706,52,2020-04-10
2707,52,2020-05-26
2708,52,2020-04-12
2709,52,2021-01-01
2710,52,2020-10-09
2711,52,2021-02-18
2712,52,2020-12-19
2713,52,2020-04-04
2714,52,2020-05-17
2715,52,2021-03-06
2716,52,2020-09-01
2717,52,2020-12-22
2718,52,2020-09-05
2719,52,2020-06-14
2720,52,2020-12-21
2721,52,2020-07-07
2722,52,2020-08-15
2723,52,2020-06-24
2724,52,2020-06-26
2725,52,2020-11-03
2726,52,2020-04-15
2727,52,2020-05-09
2728,52,2020-12-13
2729,52,2020-11-08
2730,52,2020-08-19
2731,52,2020-08-07
2732,52,2020-05-11
2733,52,2020-10-16
2734,52,2021-02-27
2735,52,2020-07-06
2736,52,2020-10-15
2737,53,2020-06-20
2738,53,2021-01-30
2739,53,2020-05-17
2740,53,2020-11-23
2741,53,2020-10-04
2742,53,2020-08-30
2743,53,2020-10-03
2744,53,2020-08-12
2745,53,2020-07-06
2746,53,2020-12-25
2747,53,2020-08-12
2748,53,2020-12-14
2749,53,2021-01-16
2750,53,2020-03-26
2751,53,2020-10-06
2752,53,2020-12-06
2753,53,2020-04-08
2754,53,2020-05-03
2755,53,2021-02-16
2756,53,2020-12-22
2757,53,2020-03-30
2758,53,2020-12-16
2759,53,2020-12-10
2760,53,2020-12-05
2761,53,2021-01-24
2762,53,2020-04-18
2763,53,2021-03-18
2764,53,2020-05-28
2765,54,2020-09-18
2766,54,2020-09-05
2767,54,2021-01-18
2768,54,2020-12-11
2769,54,2020-12-28
2770,54,2020-12-06
2771,54,2020-11-04
2772,54,2020-04-03
2773,54,2020-09-07
2774,54,2020-05-12
2775,54,2020-06-02
2776,54,2020-09-04
2777,54,2020-07-26
2778,54,2020-08-15
2779,54,2020-06-22
2780,54,2021-01-23
2781,54,2020-10-27
2782,54,2021-01-07
2783,54,2020-04-03
2784,54,2020-10-12
2785,54,2021-01-06
2786,54,2020-06-16
2787,54,2020-08-03
2788,54,2020-10-22
2789,54,2020-08-03
2790,54,2020-07-19
2791,54,2020-11-16
2792,54,2020-09-26
2793,54,2020-08-02
2794,54,2020-12-09
2795,54,2020-05-23
2796,54,2020-03-23
2797,54,2020-06-08
2798,54,2020-08-20
2799,54,2020-12-07
2800,54,2020-07-22
2801,54,2020-09-22
2802,54,2020-05-20
2803,54,2020-12-29
2804,54,2020-08-13
2805,54,2020-09-15
2806,54,2020-06-07
2807,54,2021-02-20
2808,54,2021-02-14
2809,54,2020-03-28
2810,54,2020-12-15
2811,54,2021-03-07
2812,54,2021-02-05
2813,54,2020-03-20
2814,54,2020-07-04
2815,54,2020-08-02
2816,54,2020-09-11
2817,54,2020-04-25
2818,54,2020-09-02
2819,54,2021-03-14
2820,54,2020-10-16
2821,55,2020-12-21
2822,55,2020-09-25
2823,55,2020-12-05
2824,55,2020-05-11
2825,55,2020-05-11
2826,55,2021-02-05
2827,55,2020-12-21
2828,55,2020-05-23
2829,55,2020-05-05
2830,55,2020-03-24
2831,55,2020-08-04
2832,55,2020-06-01
2833,55,2020-06-16
2834,55,2021-02-23
2835,55,2020-04-04
2836,55,2021-01-25
2837,55,2020-04-06
2838,55,2021-01-04
2839,55,2020-07-23
2840,55,2020-07-24
2841,55,2020-06-22
2842,55,2020-06-25
2843,55,2020-08-07
2844,55,2021-02-20
2845,55,2020-07-01
2846,55,2020-08-26
2847,55,2020-05-22
2848,55,2020-11-16
2849,55,2020-04-13
2850,56,2020-04-17
2851,56,2020-09-04
2852,56,2020-04-10
2853,56,2021-01-29
2854,56,2020-08-13
2855,56,2020-04-05
2856,56,2020-04-22
2857,56,2020-10-14
2858,56,2020-05-22
2859,56,2021-01-28
2860,56,2021-02-28
2861,56,2021-01-01
2862,56,2021-01-30
2863,56,2021-03-03
2864,56,2020-09-19
2865,56,2021-01-18
2866,56,2020-12-15
2867,56,2021-01-17
2868,56,2020-07-22
2869,56,2021-02-07
2870,56,2020-04-22
2871,56,2020-10-05
2872,56,2020-11-29
2873,56,2020-06-02
2874,56,2020-08-07
2875,56,2020-04-12
2876,56,2020-08-03
2877,56,2020-12-06
2878,56,2020-11-04
2879,56,2020-10-18
2880,56,2021-01-14
2881,56,2020-09-23
2882,56,2020-05-25
2883,56,2020-12-27
2884,56,2021-02-02
2885,56,2020-05-25
2886,56,2020-12-05
2887,56,2020-04-15
2888,56,2020-05-25
2889,56,2020-11-04
2890,56,2020-11-11
2891,56,2020-09-19
2892,56,2021-03-03
2893,56,2020-06-24
2894,56,2020-11-27
2895,56,2020-11-01
2896,56,2020-05-23
2897,56,2020-11-21
2898,56,2021-01-23
2899,56,2021-02-01
2900,56,2021-03-05
2901,56,2020-08-24
2902,56,2020-08-22
2903,56,2020-06-30
2904,56,2020-12-28
2905,56,2020-08-03
2906,56,2020-05-29
2907,56,2021-02-24
2908,56,2020-10-03
2909,56,2020-11-15
2910,56,2020-05-21
2911,56,2020-12-08
2912,56,2021-01-11
2913,56,2020-09-12
2914,56,2021-01-19
2915,56,2021-03-04
2916,56,2021-01-14
2917,56,2020-12-04
2918,56,2021-03-06
2919,56,2020-08-31
2920,56,2021-01-20
2921,56,2020-12-20
2922,56,2020-06-23
2923,56,2021-01-10
2924,56,2021-01-23
2925,56,2020-11-07
2926,56,2020-06-15
2927,56,2020-04-05
2928,56,2020-04-10
2929,56,2020-09-22
2930,56,2020-04-19
2931,56,2020-09-16
2932,56,2020-09-07
2933,56,2020-06-12
2934,56,2020-06-11
2935,56,2020-05-15
2936,56,2020-10-02
2937,56,2020-06-04
2938,56,2020-09-18
2939,56,2020-11-24
2940,56,2020-05-21
2941,56,2020-08-14
2942,56,2020-12-05
2943,56,2020-06-18
2944,56,2020-04-26
2945,56,2020-09-11
2946,56,2020-03-20
2947,56,2020-05-08
2948,56,2020-12-25
2949,57,2020-08-08
2950,57,2020-05-25
2951,57,2020-08-12
2952,57,2020-10-13
2953,57,2020-07-27
2954,57,2020-07-01
2955,57,2021-01-05
2956,57,2020-09-23
2957,57,2020-12-07
2958,57,2020-10-06
2959,57,2020-08-06
2960,57,2020-11-19
2961,57,2021-02-04
2962,57,2020-10-11
2963,57,2020-11-07
2964,57,2020-09-15
2965,57,2021-02-15
2966,57,2020-04-02
2967,57,2021-02-07
2968,57,2020-10-26
2969,57,2020-07-10
2970,57,2020-11-19
2971,57,2020-05-21
2972,57,2020-06-16
2973,57,2021-03-10
2974,57,2020-12-12
2975,57,2020-11-07
2976,57,2020-06-21
2977,57,2020-10-01
2978,57,2020-08-31
2979,57,2021-02-06
2980,57,2021-03-16
2981,57,2020-11-05
2982,57,2020-07-04
2983,57,2020-07-19
2984,57,2021-02-03
2985,57,2020-11-11
2986,57,2020-08-07
2987,57,2020-05-21
2988,57,2020-12-15
2989,57,2020-12-01
2990,57,2020-10-02
2991,57,2020-11-19
2992,57,2020-09-09
2993,57,2020-04-17
2994,57,2020-08-08
2995,57,2020-06-06
2996,57,2020-06-17
2997,57,2020-04-16
2998,57,2020-03-22
2999,57,2020-06-05
3000,57,2020-12-20
3001,57,2020-03-30
3002,57,2020-08-11
3003,57,2020-10-31
3004,57,2020-09-01
3005,57,2020-08-23
3006,57,2021-02-13
3007,57,2020-10-17
3008,58,2021-01-12
3009,58,2020-03-27
3010,58,2020-08-11
3011,58,2021-01-26
3012,58,2020-05-30
3013,58,2020-10-12
3014,58,2021-03-18
3015,58,2021-01-21
3016,58,2021-02-22
3017,58,2020-08-28
3018,58,2020-03-28
3019,58,2020-04-11
3020,58,2020-04-03
3021,58,2020-11-23
3022,58,2020-08-13
3023,58,2020-09-03
3024,58,2020-04-03
3025,58,2020-09-10
3026,58,2021-01-16
3027,58,2020-05-11
3028,58,2020-05-20
3029,58,2020-07-08
3030,58,2020-12-27
3031,58,2021-02-18
3032,58,2021-01-28
3033,58,2020-09-10
3034,58,2020-06-28
3035,58,2021-03-04
3036,58,2021-01-06
3037,58,2020-08-23
3038,58,2020-06-24
3039,58,2020-06-08
3040,58,2020-06-01
3041,58,2020-05-09
3042,58,2020-11-06
3043,58,2020-07-12
3044,58,2020-10-19
3045,58,2020-04-14
3046,58,2020-09-28
3047,58,2020-07-13
3048,58,2020-05-11
3049,58,2020-05-27
3050,58,2020-05-08
3051,58,2020-11-24
3052,58,2020-04-26
3053,58,2021-02-04
3054,58,2020-11-08
3055,58,2021-02-18
3056,58,2020-07-06
3057,58,2020-05-03
3058,58,2020-06-21
3059,58,2020-07-02
3060,58,2020-11-04
3061,58,2021-01-30
3062,58,2020-04-14
3063,58,2020-05-13
3064,58,2020-12-17
3065,58,2020-07-10
3066,58,2021-03-09
3067,58,2020-12-10
3068,58,2020-05-08
3069,58,2020-12-08
3070,58,2020-08-29
3071,58,2020-04-26
3072,58,2021-01-21
3073,58,2020-09-07
3074,58,2020-04-12
3075,58,2021-01-13
3076,59,2020-06-21
3077,59,2020-10-04
3078,59,2020-06-28
3079,59,2020-03-23
3080,59,2020-04-14
3081,59,2020-08-14
3082,59,2021-02-14
3083,59,2021-01-13
3084,59,2020-09-16
3085,59,2020-11-29
3086,59,2020-06-02
3087,59,2020-08-14
3088,59,2020-07-24
3089,59,2020-09-10
3090,59,2020-05-05
3091,59,2021-01-10
3092,59,2020-08-03
3093,59,2020-07-01
3094,59,2020-03-20
3095,59,2021-01-14
3096,59,2021-02-28
3097,59,2020-05-17
3098,59,2020-06-09
3099,59,2020-06-18
3100,59,2020-12-18
3101,59,2020-04-21
3102,59,2020-12-22
3103,59,2020-08-07
3104,59,2020-07-15
3105,59,2020-09-14
3106,59,2020-05-24
3107,59,2020-11-17
3108,59,2020-07-05
3109,59,2020-07-14
3110,59,2020-08-26
3111,59,2020-03-23
3112,59,2020-09-09
3113,59,2020-12-19
3114,59,2020-11-17
3115,59,2020-11-23
3116,59,2020-03-19
3117,59,2021-01-22
3118,59,2020-11-05
3119,59,2020-09-03
3120,59,2020-04-27
3121,59,2020-03-29
3122,59,2020-11-14
3123,59,2021-03-18
3124,59,2020-06-21
3125,59,2021-01-28
3126,59,2020-09-05
3127,59,2021-03-01
3128,59,2021-01-21
3129,59,2020-07-07
3130,60,2020-12-03
3131,60,2021-01-19
3132,60,2021-03-10
3133,60,2021-03-14
3134,60,2020-08-01
3135,60,2020-05-06
3136,60,2020-08-01
3137,60,2020-09-22
3138,60,2020-06-22
3139,60,2020-06-28
3140,60,2021-01-20
3141,60,2020-07-03
3142,60,2020-12-05
3143,60,2020-09-21
3144,60,2020-03-22
3145,60,2020-05-28
3146,60,2021-01-26
3147,60,2021-01-31
3148,60,2020-12-10
3149,60,2020-11-06
3150,60,2020-11-26
3151,60,2020-06-03
3152,60,2020-07-04
3153,60,2021-03-10
3154,60,2020-05-07
3155,60,2020-10-25
3156,60,2020-07-10
3157,60,2020-11-22
3158,60,2020-04-27
3159,60,2021-03-03
3160,60,2020-08-16
3161,60,2020-11-26
3162,60,2020-11-21
3163,60,2020-09-08
3164,60,2021-02-03
3165,60,2020-04-28
3166,60,2020-10-26
3167,60,2020-06-21
3168,60,2020-12-29
3169,60,2021-01-12
3170,60,2020-10-05
3171,60,2020-06-09
3172,60,2021-01-05
3173,60,2020-09-22
3174,61,2020-10-24
3175,61,2020-12-13
3176,61,2021-01-23
3177,61,2020-11-22
3178,61,2021-01-13
3179,61,2020-11-22
3180,61,2020-04-07
3181,61,2020-03-24
3182,61,2020-12-25
3183,61,2020-08-04
3184,61,2021-02-08
3185,61,2020-12-23
3186,61,2020-06-09
3187,61,2021-02-24
3188,61,2020-11-24
3189,61,2020-05-19
3190,61,2020-11-27
3191,61,2020-05-09
3192,62,2021-03-19
3193,62,2021-03-04
3194,62,2020-07-27
3195,63,2021-01-01
3196,63,2021-02-15
3197,63,2020-12-31
3198,63,2020-11-20
3199,63,2020-11-21
3200,63,2021-03-03
3201,63,2020-12-25
3202,63,2020-07-15
3203,63,2020-07-09
3204,63,2020-11-10
3205,63,2020-12-03
3206,63,2021-01-02
3207,63,2020-05-29
3208,63,2020-10-17
3209,63,2021-02-09
3210,63,2021-02-01
3211,63,2020-09-06
3212,63,2020-12-17
3213,63,2020-04-06
3214,63,2020-04-27
3215,63,2020-09-30
3216,63,2020-09-16
3217,63,2020-07-08
3218,63,2021-02-25
3219,63,2020-03-26
3220,63,2021-01-01
3221,63,2020-07-23
3222,63,2020-07-21
3223,63,2021-02-23
3224,63,2020-06-08
3225,63,2021-02-21
3226,63,2020-07-10
3227,63,2021-02-02
3228,63,2020-10-01
3229,63,2020-07-10
3230,63,2020-04-16
3231,63,2021-03-09
3232,63,2020-09-26
3233,63,2020-07-25
3234,63,2021-03-01
3235,63,2021-02-14
3236,63,2020-12-18
3237,63,2020-05-12
3238,63,2020-10-27
3239,63,2020-11-29
3240,63,2020-05-10
3241,63,2021-03-03
3242,63,2020-07-19
3243,63,2020-10-15
3244,63,2020-12-15
3245,63,2020-08-21
3246,63,2020-03-28
3247,63,2020-11-08
3248,63,2020-03-30
3249,63,2020-11-21
3250,63,2021-01-23
3251,63,2020-09-02
3252,63,2020-05-29
3253,63,2020-11-07
3254,63,2020-04-08
3255,63,2021-01-15
3256,63,2020-12-04
3257,63,2021-01-09
3258,63,2020-05-14
3259,63,2020-11-26
3260,63,2020-07-14
3261,63,2020-05-01
3262,63,2021-01-27
3263,63,2020-05-12
3264,63,2021-02-16
3265,63,2020-08-13
3266,63,2021-02-21
3267,63,2020-08-17
3268,63,2020-10-21
3269,63,2021-01-20
3270,63,2020-10-02
3271,63,2020-07-17
3272,63,2020-08-01
3273,63,2020-08-08
3274,63,2020-05-22
3275,64,2020-11-07
3276,64,2020-11-27
3277,64,2020-08-11
3278,64,2021-02-14
3279,64,2020-07-13
3280,64,2021-03-10
3281,64,2021-02-26
3282,64,2020-11-25
3283,64,2021-01-02
3284,64,2021-02-10
3285,64,2020-04-20
3286,64,2020-10-07
3287,64,2020-10-21
3288,64,2021-01-08
3289,64,2020-10-08
3290,64,2020-10-14
3291,64,2020-05-06
3292,64,2020-04-09
3293,64,2020-12-29
3294,64,2020-09-07
3295,64,2020-05-29
3296,64,2020-11-19
3297,64,2020-10-25
3298,64,2020-08-26
3299,64,2020-06-01
3300,64,2020-12-25
3301,64,2020-07-30
3302,64,2020-11-01
3303,64,2020-04-08
3304,64,2021-03-10
3305,64,2020-09-18
3306,64,2020-06-13
3307,64,2020-04-15
3308,64,2020-10-30
3309,64,2020-09-07
3310,64,2020-06-23
3311,64,2020-10-27
3312,64,2020-05-04
3313,64,2020-09-02
3314,64,2020-10-16
3315,64,2020-12-27
3316,64,2020-04-14
3317,64,2020-05-28
3318,64,2020-08-01
3319,64,2020-09-06
3320,64,2020-11-17
3321,64,2021-03-19
3322,64,2020-08-22
3323,65,2021-02-08
3324,65,2020-10-14
3325,65,2020-05-01
3326,65,2020-11-14
3327,65,2021-03-19
3328,65,2021-03-14
3329,66,2020-12-05
3330,66,2020-04-13
3331,66,2020-08-16
3332,66,2020-08-20
3333,66,2020-06-10
3334,66,2020-12-22
3335,66,2020-10-01
3336,66,2020-10-21
3337,66,2021-02-01
3338,66,2020-05-04
3339,66,2020-06-19
3340,66,2020-10-27
3341,66,2020-06-28
3342,66,2021-01-21
3343,66,2021-02-05
3344,66,2020-05-20
3345,66,2020-12-10
3346,66,2020-08-02
3347,66,2020-07-24
3348,66,2020-10-01
3349,66,2020-06-25
3350,66,2020-10-10
3351,66,2021-01-02
3352,66,2020-09-11
3353,66,2021-02-22
3354,66,2020-12-16
3355,66,2020-10-12
3356,66,2020-07-10
3357,66,2020-06-09
3358,66,2020-07-30
3359,66,2020-11-12
3360,66,2021-01-18
3361,66,2020-12-07
3362,66,2020-05-24
3363,66,2020-12-11
3364,66,2020-12-02
3365,66,2020-12-31
3366,66,2020-11-22
3367,66,2020-12-28
3368,66,2021-01-26
3369,66,2021-01-19
3370,66,2020-04-26
3371,66,2020-05-22
3372,66,2020-08-13
3373,66,2020-05-26
3374,66,2020-09-10
3375,66,2020-06-17
3376,66,2020-03-20
3377,66,2020-07-06
3378,66,2020-03-28
3379,66,2020-10-04
3380,66,2020-08-06
3381,66,2020-05-29
3382,66,2020-06-22
3383,66,2020-08-07
3384,66,2020-06-14
3385,66,2021-03-11
3386,66,2021-01-16
3387,66,2021-03-17
3388,66,2021-02-18
3389,66,2020-05-21
3390,66,2020-06-16
3391,66,2020-03-26
3392,66,2020-08-22
3393,66,2021-01-22
3394,66,2021-03-17
3395,66,2020-06-15
3396,66,2021-02-19
3397,66,2020-11-23
3398,66,2020-12-24
3399,66,2020-12-12
3400,66,2020-08-13
3401,66,2020-08-02
3402,66,2020-10-04
3403,66,2021-01-24
3404,66,2020-09-21
3405,66,2020-10-02
3406,66,2020-11-30
3407,66,2020-08-10
3408,66,2020-12-24
3409,66,2021-02-02
3410,66,2020-11-21
3411,66,2020-11-26
3412,66,2020-05-10
3413,66,2021-01-28
3414,66,2020-05-02
3415,66,2021-02-14
3416,66,2021-03-07
3417,66,2020-12-26
3418,66,2021-03-18
3419,66,2020-07-15
3420,66,2021-01-27
3421,67,2020-12-06
3422,67,2020-03-22
3423,67,2021-01-30
3424,67,2021-03-19
3425,67,2020-05-19
3426,67,2021-02-20
3427,67,2020-09-24
3428,68,2020-11-03
3429,68,2021-01-06
3430,68,2020-07-04
3431,68,2020-06-01
3432,68,2020-05-15
3433,68,2020-06-11
3434,68,2020-09-05
3435,68,2021-01-30
3436,68,2020-11-23
3437,68,2020-09-15
3438,68,2021-02-25
3439,68,2020-06-23
3440,68,2020-11-26
3441,68,2020-03-31
3442,68,2021-03-05
3443,68,2020-12-26
3444,68,2020-05-28
3445,68,2020-03-28
3446,68,2020-09-30
3447,68,2020-04-01
3448,68,2021-03-12
3449,68,2020-05-24
3450,68,2021-02-03
3451,68,2020-05-23
3452,68,2021-01-24
3453,68,2020-07-16
3454,68,2020-08-23
3455,68,2021-03-19
3456,68,2020-05-23
3457,68,2021-03-07
3458,68,2020-09-24
3459,68,2020-09-16
3460,68,2020-10-14
3461,68,2020-11-25
3462,68,2020-09-18
3463,68,2020-04-08
3464,68,2020-06-08
3465,68,2020-09-16
3466,68,2021-01-13
3467,68,2020-07-29
3468,68,2020-11-15
3469,68,2020-08-03
3470,68,2020-09-02
3471,68,2020-12-31
3472,68,2020-07-26
3473,68,2020-10-10
3474,68,2020-11-01
3475,68,2020-10-11
3476,68,2020-06-18
3477,68,2020-07-17
3478,68,2020-05-03
3479,68,2020-07-16
3480,68,2020-06-20
3481,68,2020-12-10
3482,68,2020-12-02
3483,68,2020-08-07
3484,68,2021-01-23
3485,68,2020-12-10
3486,69,2020-06-20
3487,69,2020-10-18
3488,69,2020-03-20
3489,69,2020-06-27
3490,69,2020-08-15
3491,69,2020-05-22
3492,69,2020-09-14
3493,69,2020-09-03
3494,69,2020-12-16
3495,69,2020-11-12
3496,69,2020-12-18
3497,69,2021-03-03
3498,69,2020-12-16
3499,69,2020-08-28
3500,69,2020-10-03
3501,69,2021-01-19
3502,69,2020-06-25
3503,69,2020-05-12
3504,69,2020-06-16
3505,69,2020-09-19
3506,69,2020-12-12
3507,69,2020-12-30
3508,69,2020-08-09
3509,69,2020-11-30
3510,69,2021-01-06
3511,69,2020-11-11
3512,69,2020-05-07
3513,69,2020-10-21
3514,69,2020-12-27
3515,69,2021-02-16
3516,69,2020-08-17
3517,69,2020-05-05
3518,69,2021-01-01
3519,69,2021-02-09
3520,69,2020-06-25
3521,69,2020-05-23
3522,69,2020-09-08
3523,69,2020-05-11
3524,69,2020-04-06
3525,69,2020-09-12
3526,69,2020-11-03
3527,69,2020-12-16
3528,69,2020-06-18
3529,69,2020-04-27
3530,69,2020-12-28
3531,69,2020-05-24
3532,69,2020-05-24
3533,69,2021-02-02
3534,69,2020-09-24
3535,69,2020-04-24
3536,69,2021-01-10
3537,69,2020-06-15
3538,69,2020-09-26
3539,69,2020-08-17
3540,69,2021-03-09
3541,69,2021-02-15
3542,69,2020-04-04
3543,69,2020-08-13
3544,69,2020-04-05
3545,69,2020-08-22
3546,69,2020-11-08
3547,69,2020-11-07
3548,69,2021-01-05
3549,69,2020-08-11
3550,69,2020-05-21
3551,69,2020-09-06
3552,69,2020-04-05
3553,69,2020-07-06
3554,69,2020-05-06
3555,69,2020-07-30
3556,69,2020-04-20
3557,69,2020-12-29
3558,69,2021-02-02
3559,69,2020-08-09
3560,69,2020-12-19
3561,69,2020-07-01
3562,69,2020-03-20
3563,69,2021-01-11
3564,69,2021-01-09
3565,69,2020-12-10
3566,69,2020-03-24
3567,69,2020-12-30
3568,69,2020-12-06
3569,69,2020-05-14
3570,69,2020-07-29
3571,69,2020-07-20
3572,69,2020-09-07
3573,69,2021-02-09
3574,69,2020-09-05
3575,69,2021-01-31
3576,69,2020-12-03
3577,69,2020-07-30
3578,70,2020-12-05
3579,70,2020-09-13
3580,70,2020-11-01
3581,70,2020-07-20
3582,70,2020-10-24
3583,70,2021-02-10
3584,70,2020-09-08
3585,70,2020-08-14
3586,70,2020-04-03
3587,70,2020-05-06
3588,70,2020-11-08
3589,70,2020-06-11
3590,70,2021-01-06
3591,70,2020-10-25
3592,70,2021-03-01
3593,70,2020-10-25
3594,70,2020-11-06
3595,70,2020-04-03
3596,70,2021-01-25
3597,70,2020-04-01
3598,70,2020-06-15
3599,70,2020-09-06
3600,70,2021-02-13
3601,70,2021-01-23
3602,70,2020-11-21
3603,70,2020-12-28
3604,70,2020-05-01
3605,70,2020-04-16
3606,70,2020-10-07
3607,70,2021-02-27
3608,70,2020-05-05
3609,70,2020-09-27
3610,70,2021-03-10
3611,70,2020-04-15
3612,70,2020-03-29
3613,70,2021-01-24
3614,70,2020-11-15
3615,70,2020-05-06
3616,70,2020-09-29
3617,70,2020-04-03
3618,70,2021-02-04
3619,70,2020-09-15
3620,70,2020-09-21
3621,70,2021-01-15
3622,70,2020-10-16
3623,70,2021-02-21
3624,70,2020-12-20
3625,70,2020-12-09
3626,70,2020-04-02
3627,70,2020-08-31
3628,70,2020-12-26
3629,70,2020-07-08
3630,70,2021-03-11
3631,70,2020-09-27
3632,70,2021-02-01
3633,70,2020-05-16
3634,70,2020-11-08
3635,70,2021-03-13
3636,70,2020-09-13
3637,70,2020-08-19
3638,70,2020-04-16
3639,70,2021-03-04
3640,70,2020-08-11
3641,70,2020-08-05
3642,70,2020-12-14
3643,70,2020-06-20
3644,70,2020-07-24
3645,70,2020-11-16
3646,70,2021-01-31
3647,70,2021-02-23
3648,70,2020-06-28
3649,70,2020-12-24
3650,70,2020-06-28
3651,71,2020-09-13
3652,71,2020-06-02
3653,71,2020-04-21
3654,71,2020-05-22
3655,71,2021-01-01
3656,71,2020-11-14
3657,71,2021-01-14
3658,71,2021-02-21
3659,71,2021-03-15
3660,71,2021-02-20
3661,71,2020-04-12
3662,71,2021-01-04
3663,71,2020-12-08
3664,71,2020-07-14
3665,71,2020-06-01
3666,71,2020-06-05
3667,71,2020-10-01
3668,72,2020-10-28
3669,72,2020-10-26
3670,72,2020-04-11
3671,72,2020-12-01
3672,72,2021-01-14
3673,72,2020-12-23
3674,72,2020-12-03
3675,72,2020-11-07
3676,72,2020-06-05
3677,72,2020-06-29
3678,72,2020-05-13
3679,72,2021-03-18
3680,72,2020-08-31
3681,72,2020-08-27
3682,72,2020-07-23
3683,72,2020-10-27
3684,72,2020-08-29
